0.223809,0.050469,-0.212526,0.135436,0.079801,-0.164498,0.015697,0.208148,-0.001249,0.135991
0.229061,-0.035128,0.024584,0.108828,-0.317412,0.186949,0.253068,-0.470248,-0.171780,-0.126693
-0.217761,0.125901,0.091611,-0.358689,0.148102,-0.427275,-0.512992,0.167172,-0.650687,0.367260
0.038201,0.167165,-0.130587,0.121306,0.418503,-0.139401,0.358327,0.298582,-0.085137,-0.550724
0.075925,-0.026597,0.100969,-0.411521,0.152147,0.179749,-0.360727,0.203552,-0.261654,0.148164
-0.779255,-0.224058,-0.380652,0.205441,0.264507,0.128741,-0.358306,-0.394273,0.009862,0.018029
0.135211,0.092065,0.112571,-0.457377,0.250055,-0.149782,0.027200,-0.297286,-0.111908,0.192960
0.304151,-0.187887,0.141406,0.169771,-0.817677,0.191443,0.122947,-0.347957,-0.261722,-0.239047
0.137110,-0.053775,-0.040419,0.147252,0.058090,-0.155109,0.140206,-0.450037,-0.153214,-0.171410
-0.035441,-0.185772,0.287648,0.273711,-0.185582,0.110232,0.163175,0.387310,-0.361917,-0.802448
-0.173635,0.243491,-0.105933,-0.465215,-0.314791,0.400597,-0.567283,-0.070998,-0.087051,0.069421
-0.558082,0.187245,0.093823,-0.041368,-0.451091,0.076868,0.001447,0.142044,-0.030956,-0.339316
-0.104868,0.095243,-0.485758,0.353162,-0.484838,0.257279,-0.024089,-0.458485,0.201171,-0.120675
0.190033,0.170327,-0.271244,-0.435495,-0.063371,0.077035,0.349940,-0.342097,-0.033637,0.169334
0.010265,-0.231126,0.046943,0.019746,-0.068385,-0.014982,-0.353934,0.106882,0.139749,0.124562
0.007904,0.553363,-0.273908,-0.501625,0.342853,0.225992,0.402355,-0.018894,-0.105488,-0.372446
-0.218513,0.189100,0.117181,0.137554,0.132669,-0.268614,0.125751,0.141655,0.179431,-0.105078
0.089500,0.060765,0.133670,-0.294768,0.011037,0.162638,0.256702,-0.412903,0.150124,-0.044975
-0.393287,0.313113,-0.173659,-0.369996,0.248479,-0.079992,-0.468382,0.028858,-0.183224,0.075983
-0.148318,-0.220125,-0.001373,0.019544,0.021400,-0.144715,0.149948,-0.065975,0.058186,0.070234
-0.377607,-0.017327,0.094668,0.128395,-0.625389,0.114352,0.065331,-0.070500,0.173732,0.281848
0.211231,-0.419907,0.312914,-0.078087,0.130240,-0.070237,0.231082,-0.402073,-0.157725,-0.146564
0.129907,-0.156447,0.203777,0.076174,-0.017037,-0.327719,-0.307544,0.301823,-0.035313,-0.204892
-0.298687,0.166002,0.153964,-0.463614,0.220625,0.108298,0.222782,-0.258562,0.103004,-0.769132
0.229738,0.325978,0.493549,0.024817,-0.450705,-0.076058,-0.276511,0.393365,-0.389433,-0.264786
0.068345,0.249616,0.347179,-0.525110,-0.043586,-0.162442,0.092589,-0.031607,0.066267,-0.536685
-0.081913,-0.503828,0.093385,-0.135706,0.098404,-0.229159,-0.042688,0.061493,0.109538,-0.050821
0.121966,-0.123448,-0.095070,0.081235,-0.001032,0.090808,-0.029834,-0.134163,0.077733,-0.224478
0.079015,-0.154144,0.053424,0.010952,0.055854,-0.516198,0.191558,0.301128,-0.411232,0.152991
-0.413139,-0.204016,-0.183743,0.006179,0.093753,0.165661,-0.154029,-0.015153,0.166164,0.124806
0.011420,-0.025593,0.214045,0.047154,-0.854252,-0.364902,-0.110959,0.025280,0.003358,-0.036256
0.219418,-0.286478,-0.605510,0.019091,0.278661,-0.051641,0.267079,-0.010547,-0.378543,0.221484
-0.187390,0.217811,0.012044,0.375782,-0.123483,-0.508101,0.387406,0.198041,-0.384249,-0.220803
0.383966,-0.016806,-0.052898,0.096009,0.013148,-0.488276,-0.248550,0.210392,-0.168043,0.217102
-0.124921,0.168858,-0.363221,0.207742,0.078488,-0.261824,-0.497744,0.194374,-0.001907,-0.039114
-0.211050,0.132942,0.079301,0.136892,0.035621,-0.156411,-0.009493,-0.150716,0.158497,0.162671
0.178397,-0.057143,-0.032033,0.052263,-0.739578,0.210703,0.138035,-0.241273,0.125185,-0.232134
-0.165678,0.020903,0.203139,0.248902,-0.502982,0.201940,-0.790073,-0.100887,-0.303553,-0.028929
-0.643946,-0.016315,0.102911,-0.048966,0.321063,0.142168,0.260727,-0.256446,-0.467683,0.184005
0.166778,-0.527753,0.054553,-0.005823,0.036591,0.222671,0.279675,-0.059199,0.215656,-0.020209
-0.463057,-0.275227,0.009907,0.123504,-0.383195,-0.380126,-0.167529,0.196743,-0.176730,0.142244
0.449334,-0.775416,0.443113,0.125658,-0.453192,-0.247264,-0.205989,-0.348985,-0.027130,0.165983
-0.066672,-0.272471,0.164559,-0.042203,-0.002587,0.185580,-0.084134,-0.338534,0.095308,-0.091750
0.159498,0.266397,-0.722093,-0.182030,-0.094759,0.079915,0.247890,0.233748,-0.270107,0.041963
0.180616,0.250099,0.247974,0.052228,-0.068535,0.059217,-0.633431,-0.449138,-0.469201,0.245751
-0.377892,0.101154,0.183053,0.167996,0.164595,0.010793,0.134498,0.197821,0.246626,-0.260602
-0.387698,0.118821,0.126720,0.139720,-0.843380,0.408808,0.200318,0.140470,-0.041873,-0.332491
-0.272142,0.585217,-0.429148,0.151611,0.416342,-0.346099,-0.019336,0.101446,-0.760092,0.178885
0.365419,0.259579,-0.028046,-0.356319,-0.443389,-0.066633,-0.066949,0.045195,-0.378701,0.406276
0.196772,0.094521,0.092939,-0.022591,0.134216,-0.010539,0.013864,-0.191613,0.198784,-0.131318
-0.311937,0.334761,0.063652,0.124360,0.095412,-0.132204,-0.452475,0.090712,-0.337592,-0.580294
-0.604860,-0.066145,-0.476728,0.316255,0.173064,0.094478,0.100991,0.094046,0.045829,0.232052
0.203463,-0.323909,-0.033999,-0.291871,0.253165,0.182647,-0.256441,0.339734,-0.283103,-0.159517
-0.059018,0.232736,-0.488834,-0.029314,0.541727,0.324062,0.119045,0.245250,-0.237630,-0.612607
-0.381591,-0.108132,-0.578278,0.334894,0.108543,-0.321015,-0.401742,-0.255195,0.151122,0.303597
-0.224666,0.088146,-0.078487,0.082643,-0.272369,-0.011050,0.099705,0.093145,0.074777,-0.623143
-0.416812,-0.356846,0.136455,-0.204978,-0.329990,0.472535,-0.027868,0.398379,-0.059496,-0.365357
-0.531927,-0.361745,-0.347353,0.210452,0.164229,0.262876,-0.593835,0.027629,0.117384,0.152248
0.267089,0.199112,-0.158500,-0.722210,-0.042449,0.346271,0.068715,0.268005,-0.573264,0.046584
-0.207196,-0.078957,0.305127,0.131216,-0.332829,0.300163,0.064874,0.399311,-0.462862,-0.658027
-0.299692,0.125014,-0.501737,0.250124,-0.236390,0.364493,0.018360,-0.561167,0.059566,0.111181
-0.035818,0.084960,0.201564,-0.030469,-0.126461,-0.269774,-0.252634,0.279053,0.165233,-0.676979
-0.080507,-0.452257,-0.341471,-0.323417,0.053095,-0.303201,-0.082781,0.589101,-0.175570,-0.121977
0.198715,-0.307225,-0.015009,0.045317,0.076114,-0.191227,0.042622,-0.161702,0.139327,0.056680
0.094584,0.411203,0.081878,-0.010054,0.049682,-0.181563,0.091122,0.530668,-0.551771,-0.417415
0.197371,-0.436087,-0.019799,-0.181688,-0.282086,0.029075,-0.018538,-0.087104,0.089651,0.097196
-0.704688,-0.746853,0.073303,0.216639,0.326267,0.368957,-1.061240,-0.049443,-0.672532,0.358314
0.090300,0.140829,-0.323159,-0.135181,0.036901,0.122413,0.141818,-0.263342,0.126478,0.036513
0.150376,0.144924,-0.201050,-0.523242,0.233058,-0.094624,0.166913,-0.158985,-0.015797,0.026780
-0.144307,0.320022,-0.408848,-0.121156,-0.259329,0.054864,-0.191339,0.168324,0.116287,0.138828
-0.155861,0.200889,-0.077236,-0.065404,0.040011,-0.243644,0.075530,-0.336499,0.265745,0.124022
0.161538,-0.315835,0.060471,-0.023850,-0.263826,0.196440,0.090761,0.229719,-0.028693,-0.016341
-0.366113,-0.237631,-0.273847,-0.502790,-0.436703,0.621877,0.367245,0.130459,0.158085,0.105904
0.042100,-0.274659,-0.072825,-0.177782,0.053934,-0.018536,-0.191727,0.267003,-0.021842,-0.075822
-0.747816,0.168764,0.441538,0.003156,-0.187825,0.171741,-0.314384,0.268478,0.126270,-0.150771
0.109669,-0.207446,-0.518660,0.078723,0.226113,0.230532,0.169689,-0.077872,0.077266,0.148051
-0.250273,0.135007,-0.062756,0.113545,0.008248,-0.232499,-0.480879,0.102133,0.081098,0.212553
0.447695,-0.307977,-0.071679,-0.333070,-0.215901,-0.730900,-0.102673,0.165518,0.011432,0.110676
-0.172338,0.012219,0.430854,-0.338010,0.101772,-0.522240,-0.134350,0.242389,0.426645,-0.531598
-0.085579,-0.172864,0.027009,-0.045239,0.012929,-0.123608,0.145319,-0.099996,0.093875,-0.067597
0.293676,-0.149736,-0.496608,0.007725,0.277851,0.092184,-0.124981,0.089619,-0.319344,0.291220
0.095021,-0.300716,-0.228042,0.420236,-0.212439,0.437555,-0.146761,-0.338356,-0.339433,0.236741
-0.262011,0.060840,0.280561,0.443144,-0.715327,-0.178304,-0.035115,0.323155,-0.385390,-0.802840
-0.069291,-0.018014,0.018416,-0.281758,-0.330654,0.202486,0.189052,0.291181,0.150476,-0.373733
0.007272,-0.720932,-0.353366,-0.178486,0.154469,0.190076,0.006389,-0.285580,0.101737,0.065914
0.018442,0.174707,0.203532,-0.445513,0.073626,-0.454177,0.234042,-0.104862,0.262933,0.274464
0.241307,-0.016331,0.257385,0.111964,-0.733500,-0.041929,-0.259901,-0.093680,0.138363,0.158682
0.109330,0.363733,0.200381,0.215660,0.555788,-0.771599,-0.513373,-0.058804,-0.026613,-0.178924
-0.008477,0.110558,-0.289436,0.112013,-0.329825,0.198021,-0.360635,-0.049399,-0.037225,-0.057730
0.168260,-0.272044,-0.037466,-0.128004,0.053974,-0.154490,-0.200346,0.149932,0.141866,0.159283
0.047210,0.079076,0.165268,0.017477,0.232703,-0.147366,0.071383,-0.014678,0.251574,-0.390016
-0.011148,0.162920,-0.032955,-0.474796,0.247813,0.180148,-0.233256,-0.107238,-0.371080,0.075049
0.107170,0.329580,0.108514,0.155141,-0.518339,0.188062,-0.591349,0.032765,-0.190864,0.218126
-0.447527,0.113179,0.253115,0.197325,0.202442,0.079586,-0.198170,-0.434534,0.352879,0.102505
0.165694,-0.108798,0.041832,0.162822,-0.474784,0.040671,0.016410,-0.106198,0.059159,0.005101
0.063819,-0.033935,-0.095905,0.360005,-0.037131,0.210713,0.226457,-0.018349,-0.182935,-0.515335
-0.661079,0.298480,-0.029920,-0.417066,0.049134,-0.090955,0.432580,0.269096,0.234447,-0.346242
-0.020034,-0.180209,-0.099615,-0.323395,0.039341,0.090524,0.147972,-0.299830,0.151710,0.052566
-0.147006,-0.633877,-0.087075,0.315648,-0.490876,0.324845,-0.625043,0.283625,-0.258074,0.227445
-0.578941,0.146240,0.385735,-0.072142,-0.139701,0.139575,-0.097703,-0.160135,0.078763,-0.876565
-0.264856,0.116863,0.227714,0.166221,0.073072,-0.268117,-0.572161,-0.269660,0.247212,0.194074
0.154849,0.321139,-0.174996,-0.140250,0.117457,-0.135012,-0.183358,0.153899,0.031657,-0.012530
-0.109070,-0.228288,-0.160074,-0.015812,-0.116287,-0.005365,-0.140216,0.061490,0.062963,-0.043092
-0.104301,0.161822,-0.122920,-0.495902,0.242164,-0.131369,0.195081,0.043266,-0.024436,-0.162548
-0.242321,0.226568,0.002655,0.232111,0.297173,0.060465,-0.290187,0.143052,0.139250,-0.132830
0.107716,-0.276366,-0.113256,0.008747,-0.116963,-0.151496,0.124273,-0.069320,0.226172,0.066900
